Year_Month,Contract_region,Card_type,Trip
2019-03,Sydney Metro Contract 10,Concession,49185
2019-03,Sydney Metro Contract 10,Day Pass without SAF,7
2019-03,Sydney Metro Contract 10,Employee,1294
2019-03,Sydney Metro Contract 10,Free Travel,1576
2019-03,Sydney Metro Contract 10,School Student,241640
2019-03,Sydney Metro Contract 10,Senior/Pensioner,161145
2019-03,Sydney Metro Contract 12,Adult,122079
2019-03,Sydney Metro Contract 12,Adult Single Bus Trip 1,732
2019-03,Sydney Metro Contract 12,Adult Single Bus Trip 2,418
2019-03,Sydney Metro Contract 12,Adult Single Bus Trip 3,18
2019-03,Sydney Metro Contract 12,Child/Youth,37390
2019-03,Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,188
2019-03,Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,142
2019-03,Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,6
2019-03,Sydney Metro Contract 12,Concession,21791
2019-03,Sydney Metro Contract 12,Day Pass without SAF,3
2019-03,Sydney Metro Contract 12,Employee,308
2019-03,Sydney Metro Contract 12,Free Travel,526
2019-03,Sydney Metro Contract 12,School Student,174666
2019-03,Sydney Metro Contract 12,Senior/Pensioner,41582
2019-03,Sydney Metro Contract 13,Adult,372574
2019-03,Sydney Metro Contract 13,Adult Single Bus Trip 1,6722
2019-03,Sydney Metro Contract 13,Adult Single Bus Trip 2,2854
2019-03,Sydney Metro Contract 13,Adult Single Bus Trip 3,397
2019-03,Sydney Metro Contract 13,Child/Youth,51777
2019-03,Sydney Metro Contract 13,Child/Youth Single Bus Trip 1,1167
2019-03,Sydney Metro Contract 13,Child/Youth Single Bus Trip 2,572
2019-03,Sydney Metro Contract 13,Child/Youth Single Bus Trip 3,69
2019-03,Sydney Metro Contract 13,Concession,66999
2019-03,Sydney Metro Contract 13,Day Pass Child/Youth w/o SAF,2
2019-03,Sydney Metro Contract 13,Day Pass without SAF,29
2019-03,Sydney Metro Contract 13,Employee,1178
2019-03,Sydney Metro Contract 13,Free Travel,1754
2019-03,Sydney Metro Contract 13,School Student,153841
2019-03,Sydney Metro Contract 13,Senior/Pensioner,207364
2019-03,Sydney Metro Contract 14,Adult,276743
2019-03,Sydney Metro Contract 14,Adult Single Bus Trip 1,660
2019-03,Sydney Metro Contract 14,Adult Single Bus Trip 2,513
2019-03,Sydney Metro Contract 14,Adult Single Bus Trip 3,763
2019-03,Sydney Metro Contract 14,Child/Youth,45864
2019-03,Sydney Metro Contract 14,Child/Youth Single Bus Trip 1,216
2019-03,Sydney Metro Contract 14,Child/Youth Single Bus Trip 2,224
2019-03,Sydney Metro Contract 14,Child/Youth Single Bus Trip 3,127
2019-03,Sydney Metro Contract 14,Concession,36762
2019-03,Sydney Metro Contract 14,Employee,228
2019-03,Sydney Metro Contract 14,Free Travel,523
2019-03,Sydney Metro Contract 14,School Student,103031
2019-03,Sydney Metro Contract 14,Senior/Pensioner,54006
2019-03,Sydney Metro Contract 15,Adult,104758
2019-03,Sydney Metro Contract 15,Adult Single Bus Trip 1,7884
2019-03,Sydney Metro Contract 15,Adult Single Bus Trip 2,2433
2019-03,Sydney Metro Contract 15,Adult Single Bus Trip 3,452
2019-03,Sydney Metro Contract 15,Child/Youth,29223
2019-03,Sydney Metro Contract 15,Child/Youth Single Bus Trip 1,2263
2019-03,Sydney Metro Contract 15,Child/Youth Single Bus Trip 2,898
2019-03,Sydney Metro Contract 15,Child/Youth Single Bus Trip 3,192
2019-03,Sydney Metro Contract 15,Concession,24328
2019-03,Sydney Metro Contract 15,Day Pass without SAF,12
2019-03,Sydney Metro Contract 15,Employee,814
2019-03,Sydney Metro Contract 15,Free Travel,1063
2019-03,Sydney Metro Contract 15,School Student,148722
2019-03,Sydney Metro Contract 15,Senior/Pensioner,67717
2019-03,Sydney Metro Contract 2,Adult,141518
2019-03,Sydney Metro Contract 2,Adult Single Bus Trip 1,4619
2019-03,Sydney Metro Contract 2,Adult Single Bus Trip 2,2128
2019-03,Sydney Metro Contract 2,Adult Single Bus Trip 3,273
2019-03,Sydney Metro Contract 2,Child/Youth,28946
2019-03,Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,1296
2019-03,Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,697
2019-03,Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,87
2019-03,Sydney Metro Contract 2,Concession,28255
2019-03,Sydney Metro Contract 2,Day Pass Child/Youth w/o SAF,6
2019-03,Sydney Metro Contract 2,Day Pass without SAF,11
2019-03,Sydney Metro Contract 2,Employee,824
2019-03,Sydney Metro Contract 2,Free Travel,1181
2019-03,Sydney Metro Contract 2,School Student,117644
2019-03,Sydney Metro Contract 2,Senior/Pensioner,96763
2019-03,Sydney Metro Contract 3,Adult,488165
2019-03,Sydney Metro Contract 3,Adult Single Bus Trip 1,15662
2019-03,Sydney Metro Contract 3,Adult Single Bus Trip 2,8468
2019-03,Sydney Metro Contract 3,Adult Single Bus Trip 3,1147
2019-03,Sydney Metro Contract 3,Child/Youth,85061
2019-03,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,3727
2019-03,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,2287
2019-03,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,194
2019-03,Sydney Metro Contract 3,Concession,106941
2019-03,Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,1
2019-03,Sydney Metro Contract 3,Day Pass without SAF,33
2019-03,Sydney Metro Contract 3,Employee,1826
2019-03,Sydney Metro Contract 3,Free Travel,2080
2019-03,Sydney Metro Contract 3,School Student,192568
2019-03,Sydney Metro Contract 3,Senior/Pensioner,310254
2019-03,Sydney Metro Contract 4,Adult,1537588
2019-03,Sydney Metro Contract 4,Adult Single Bus Trip 1,3095
2019-03,Sydney Metro Contract 4,Adult Single Bus Trip 2,1827
2019-03,Sydney Metro Contract 4,Adult Single Bus Trip 3,5185
2019-03,Sydney Metro Contract 4,Child/Youth,126064
2019-03,Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,595
2019-03,Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,459
2019-03,Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,610
2019-03,Sydney Metro Contract 4,Concession,250542
2019-03,Sydney Metro Contract 4,Day Pass Child/Youth w/o SAF,3
2019-03,Sydney Metro Contract 4,Day Pass without SAF,35
2019-03,Sydney Metro Contract 4,Employee,3863
2019-03,Sydney Metro Contract 4,Free Travel,2435
2019-03,Sydney Metro Contract 4,School Student,302889
2019-03,Sydney Metro Contract 4,Senior/Pensioner,232198
2019-03,Sydney Metro Contract 5,Adult,158745
2019-03,Sydney Metro Contract 5,Adult Single Bus Trip 1,4112
2019-03,Sydney Metro Contract 5,Adult Single Bus Trip 2,1030
2019-03,Sydney Metro Contract 5,Adult Single Bus Trip 3,26
2019-03,Sydney Metro Contract 5,Child/Youth,18692
2019-03,Sydney Metro Contract 5,Child/Youth Single Bus Trip 1,729
2019-03,Sydney Metro Contract 5,Child/Youth Single Bus Trip 2,270
2019-03,Sydney Metro Contract 5,Child/Youth Single Bus Trip 3,4
2019-03,Sydney Metro Contract 5,Concession,22073
2019-03,Sydney Metro Contract 5,Day Pass without SAF,24
2019-03,Sydney Metro Contract 5,Employee,511
2019-03,Sydney Metro Contract 5,Free Travel,565
2019-03,Sydney Metro Contract 5,School Student,45211
2019-03,Sydney Metro Contract 5,Senior/Pensioner,121856
2019-03,Sydney Metro Contract 7,Adult,2121425
2019-03,Sydney Metro Contract 7,Adult Single Bus Trip 1,459
2019-03,Sydney Metro Contract 7,Adult Single Bus Trip 2,395
2019-03,Sydney Metro Contract 7,Adult Single Bus Trip 3,174
2019-03,Sydney Metro Contract 7,Child/Youth,142599
2019-03,Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,63
2019-03,Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,54
2019-03,Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,15
2019-03,Sydney Metro Contract 7,Concession,225748
2019-03,Sydney Metro Contract 7,Day Pass Child/Youth w/o SAF,29
2019-03,Sydney Metro Contract 7,Day Pass without SAF,139
2019-03,Sydney Metro Contract 7,Employee,12328
2019-03,Sydney Metro Contract 7,Free Travel,3925
2019-03,Sydney Metro Contract 7,School Student,244722
2019-03,Sydney Metro Contract 7,Senior/Pensioner,402044
2019-03,Sydney Metro Contract 8,Adult,1868998
2019-03,Sydney Metro Contract 8,Adult Single Bus Trip 1,3008
2019-03,Sydney Metro Contract 8,Adult Single Bus Trip 2,1800
2019-03,Sydney Metro Contract 8,Adult Single Bus Trip 3,722
2019-03,Sydney Metro Contract 8,Child/Youth,177396
2019-03,Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,794
2019-03,Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,533
2019-03,Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,133
2019-03,Sydney Metro Contract 8,Concession,139800
2019-03,Sydney Metro Contract 8,Day Pass without SAF,33
2019-03,Sydney Metro Contract 8,Employee,14747
2019-03,Sydney Metro Contract 8,Free Travel,3775
2019-03,Sydney Metro Contract 8,School Student,232636
2019-03,Sydney Metro Contract 8,Senior/Pensioner,326129
2019-03,Sydney Metro Contract 9,Adult,4591950
2019-03,Sydney Metro Contract 9,Adult Single Bus Trip 1,4782
2019-03,Sydney Metro Contract 9,Adult Single Bus Trip 2,2577
2019-03,Sydney Metro Contract 9,Adult Single Bus Trip 3,125
2019-03,Sydney Metro Contract 9,Child/Youth,184782
2019-03,Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,390
2019-03,Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,187
2019-03,Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,11
2019-03,Sydney Metro Contract 9,Concession,602591
2019-03,Sydney Metro Contract 9,Day Pass Child/Youth w/o SAF,10
2019-03,Sydney Metro Contract 9,Day Pass without SAF,70
2019-03,Sydney Metro Contract 9,Employee,21685
2019-03,Sydney Metro Contract 9,Free Travel,7219
2019-03,Sydney Metro Contract 9,School Student,95033
2019-03,Sydney Metro Contract 9,Senior/Pensioner,765227
2019-03,UNKNOWN,Adult,481
2019-03,UNKNOWN,Child/Youth,12
2019-03,UNKNOWN,Concession,49
2019-03,UNKNOWN,Employee,1
2019-03,UNKNOWN,School Student,48
2019-03,UNKNOWN,Senior/Pensioner,35
2019-04,NISC 1,Adult,121788
2019-04,NISC 1,Adult Single Bus Trip 1,6778
2019-04,NISC 1,Adult Single Bus Trip 2,4106
2019-04,NISC 1,Adult Single Bus Trip 3,836
2019-04,NISC 1,Child/Youth,26571
2019-04,NISC 1,Child/Youth Single Bus Trip 1,1456
2019-04,NISC 1,Child/Youth Single Bus Trip 2,1534
2019-04,NISC 1,Child/Youth Single Bus Trip 3,425
2019-04,NISC 1,Concession,28643
2019-04,NISC 1,Day Pass without SAF,97
2019-04,NISC 1,Employee,3058
2019-04,NISC 1,Free Travel,1197
2019-04,NISC 1,On Demand,2849
2019-04,NISC 1,School Student,42418
2019-04,NISC 1,Senior/Pensioner,128899
2019-04,Outer Sydney Metro Contract 1,Adult,4043
2019-04,Outer Sydney Metro Contract 1,Adult Single Bus Trip 1,188
2019-04,Outer Sydney Metro Contract 1,Adult Single Bus Trip 2,271
2019-04,Outer Sydney Metro Contract 1,Adult Single Bus Trip 3,706
2019-04,Outer Sydney Metro Contract 1,Child/Youth,2246
2019-04,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,28
2019-04,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,56
2019-04,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,222
2019-04,Outer Sydney Metro Contract 1,Concession,1196
2019-04,Outer Sydney Metro Contract 1,Day Pass without SAF,25
2019-04,Outer Sydney Metro Contract 1,Employee,12
2019-04,Outer Sydney Metro Contract 1,Free Travel,71
2019-04,Outer Sydney Metro Contract 1,School Student,21418
2019-04,Outer Sydney Metro Contract 1,Senior/Pensioner,7233
2019-04,Outer Sydney Metro Contract 10,Adult,52744
2019-04,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,5765
2019-04,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,4296
2019-04,Outer Sydney Metro Contract 10,Adult Single Bus Trip 3,1421
2019-04,Outer Sydney Metro Contract 10,Child/Youth,21243
2019-04,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,2059
2019-04,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,1734
2019-04,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,444
2019-04,Outer Sydney Metro Contract 10,Concession,12785
2019-04,Outer Sydney Metro Contract 10,Day Pass Child/Youth w/o SAF,2
2019-04,Outer Sydney Metro Contract 10,Day Pass without SAF,22
2019-04,Outer Sydney Metro Contract 10,Employee,159
2019-04,Outer Sydney Metro Contract 10,Free Travel,1154
2019-04,Outer Sydney Metro Contract 10,School Student,107486
2019-04,Outer Sydney Metro Contract 10,Senior/Pensioner,98817
2019-04,Outer Sydney Metro Contract 11,Adult,758
2019-04,Outer Sydney Metro Contract 11,Adult Single Bus Trip 1,46
2019-04,Outer Sydney Metro Contract 11,Adult Single Bus Trip 2,39
2019-04,Outer Sydney Metro Contract 11,Adult Single Bus Trip 3,15
2019-04,Outer Sydney Metro Contract 11,Child/Youth,448
2019-04,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 1,27
2019-04,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 2,26
2019-04,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 3,14
2019-04,Outer Sydney Metro Contract 11,Concession,175
2019-04,Outer Sydney Metro Contract 11,Day Pass without SAF,1
2019-04,Outer Sydney Metro Contract 11,Employee,14
2019-04,Outer Sydney Metro Contract 11,Free Travel,24
2019-04,Outer Sydney Metro Contract 11,School Student,3210
2019-04,Outer Sydney Metro Contract 11,Senior/Pensioner,1093
2019-04,Outer Sydney Metro Contract 12,Adult,13206
2019-04,Outer Sydney Metro Contract 12,Adult Single Bus Trip 1,791
2019-04,Outer Sydney Metro Contract 12,Adult Single Bus Trip 2,881
2019-04,Outer Sydney Metro Contract 12,Adult Single Bus Trip 3,354
2019-04,Outer Sydney Metro Contract 12,Child/Youth,4668
2019-04,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,256
2019-04,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,221
2019-04,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,219
2019-04,Outer Sydney Metro Contract 12,Concession,3040
2019-04,Outer Sydney Metro Contract 12,Day Pass without SAF,1
2019-04,Outer Sydney Metro Contract 12,Employee,87
2019-04,Outer Sydney Metro Contract 12,Free Travel,236
2019-04,Outer Sydney Metro Contract 12,School Student,13634
2019-04,Outer Sydney Metro Contract 12,Senior/Pensioner,19088
2019-04,Outer Sydney Metro Contract 2,Adult,13647
2019-04,Outer Sydney Metro Contract 2,Adult Single Bus Trip 1,1817
2019-04,Outer Sydney Metro Contract 2,Adult Single Bus Trip 2,1017
2019-04,Outer Sydney Metro Contract 2,Adult Single Bus Trip 3,863
2019-04,Outer Sydney Metro Contract 2,Child/Youth,7389
2019-04,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,485
2019-04,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,425
2019-04,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,391
2019-04,Outer Sydney Metro Contract 2,Concession,3383
2019-04,Outer Sydney Metro Contract 2,Day Pass without SAF,8
2019-04,Outer Sydney Metro Contract 2,Employee,9
2019-04,Outer Sydney Metro Contract 2,Free Travel,487
2019-04,Outer Sydney Metro Contract 2,School Student,39124
2019-04,Outer Sydney Metro Contract 2,Senior/Pensioner,27186
2019-04,Outer Sydney Metro Contract 3,Adult,7841
2019-04,Outer Sydney Metro Contract 3,Adult Single Bus Trip 1,449
2019-04,Outer Sydney Metro Contract 3,Adult Single Bus Trip 2,643
2019-04,Outer Sydney Metro Contract 3,Adult Single Bus Trip 3,1017
2019-04,Outer Sydney Metro Contract 3,Child/Youth,2035
2019-04,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,234
2019-04,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,568
2019-04,Outer Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,393
2019-04,Outer Sydney Metro Contract 3,Concession,1260
2019-04,Outer Sydney Metro Contract 3,Employee,4
2019-04,Outer Sydney Metro Contract 3,Free Travel,153
2019-04,Outer Sydney Metro Contract 3,School Student,11448
2019-04,Outer Sydney Metro Contract 3,Senior/Pensioner,8100
2019-04,Outer Sydney Metro Contract 4,Adult,17088
2019-04,Outer Sydney Metro Contract 4,Adult Single Bus Trip 1,1412
2019-04,Outer Sydney Metro Contract 4,Adult Single Bus Trip 2,1022
2019-04,Outer Sydney Metro Contract 4,Adult Single Bus Trip 3,254
2019-04,Outer Sydney Metro Contract 4,Child/Youth,6594
2019-04,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,321
2019-04,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,465
2019-04,Outer Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,135
2019-04,Outer Sydney Metro Contract 4,Concession,5483
2019-04,Outer Sydney Metro Contract 4,Day Pass Child/Youth w/o SAF,8
2019-04,Outer Sydney Metro Contract 4,Day Pass without SAF,15
2019-04,Outer Sydney Metro Contract 4,Employee,97
2019-04,Outer Sydney Metro Contract 4,Free Travel,310
2019-04,Outer Sydney Metro Contract 4,School Student,10172
2019-04,Outer Sydney Metro Contract 4,Senior/Pensioner,24475
2019-04,Outer Sydney Metro Contract 6,Adult,93247
2019-04,Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,5261
2019-04,Outer Sydney Metro Contract 6,Adult Single Bus Trip 2,3766
2019-04,Outer Sydney Metro Contract 6,Adult Single Bus Trip 3,839
2019-04,Outer Sydney Metro Contract 6,Child/Youth,31291
2019-04,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 1,2336
2019-04,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 2,2697
2019-04,Outer Sydney Metro Contract 6,Child/Youth Single Bus Trip 3,643
2019-04,Outer Sydney Metro Contract 6,Concession,14759
2019-04,Outer Sydney Metro Contract 6,Day Pass without SAF,47
2019-04,Outer Sydney Metro Contract 6,Employee,1128
2019-04,Outer Sydney Metro Contract 6,Free Travel,2036
2019-04,Outer Sydney Metro Contract 6,School Student,85840
2019-04,Outer Sydney Metro Contract 6,Senior/Pensioner,118835
2019-04,Outer Sydney Metro Contract 7,Adult,43354
2019-04,Outer Sydney Metro Contract 7,Adult Single Bus Trip 1,2608
2019-04,Outer Sydney Metro Contract 7,Adult Single Bus Trip 2,1515
2019-04,Outer Sydney Metro Contract 7,Adult Single Bus Trip 3,1246
2019-04,Outer Sydney Metro Contract 7,Child/Youth,16194
2019-04,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,1067
2019-04,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,1234
2019-04,Outer Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,790
2019-04,Outer Sydney Metro Contract 7,Concession,7164
2019-04,Outer Sydney Metro Contract 7,Day Pass without SAF,20
2019-04,Outer Sydney Metro Contract 7,Employee,155
2019-04,Outer Sydney Metro Contract 7,Free Travel,653
2019-04,Outer Sydney Metro Contract 7,School Student,40337
2019-04,Outer Sydney Metro Contract 7,Senior/Pensioner,55874
2019-04,Outer Sydney Metro Contract 8,Adult,46373
2019-04,Outer Sydney Metro Contract 8,Adult Single Bus Trip 1,1246
2019-04,Outer Sydney Metro Contract 8,Adult Single Bus Trip 2,185
2019-04,Outer Sydney Metro Contract 8,Adult Single Bus Trip 3,38
2019-04,Outer Sydney Metro Contract 8,Child/Youth,7860
2019-04,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,107
2019-04,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,81
2019-04,Outer Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,11
2019-04,Outer Sydney Metro Contract 8,Concession,2043
2019-04,Outer Sydney Metro Contract 8,Day Pass without SAF,5
2019-04,Outer Sydney Metro Contract 8,Employee,67
2019-04,Outer Sydney Metro Contract 8,Free Travel,188
2019-04,Outer Sydney Metro Contract 8,School Student,30499
2019-04,Outer Sydney Metro Contract 8,Senior/Pensioner,17428
2019-04,Outer Sydney Metro Contract 9,Adult,7320
2019-04,Outer Sydney Metro Contract 9,Adult Single Bus Trip 1,133
2019-04,Outer Sydney Metro Contract 9,Adult Single Bus Trip 2,88
