Year_Month,Location,Card_type,Trip
2018-12,Arlington Light Rail,School Student,123
2018-12,Arlington Light Rail,Senior/Pensioner,1112
2018-12,Arlington Light Rail,Sgl Trip LR Adult,1
2018-12,Arlington Light Rail,Sgl Trip LR Child/Youth,1
2018-12,Capitol Square Light Rail,Adult,38579
2018-12,Capitol Square Light Rail,CTP,1053
2018-12,Capitol Square Light Rail,Child/Youth,1843
2018-12,Capitol Square Light Rail,Concession,1149
2018-12,Capitol Square Light Rail,Employee,91
2018-12,Capitol Square Light Rail,Free Travel,55
2018-12,Capitol Square Light Rail,School Student,37
2018-12,Capitol Square Light Rail,Senior/Pensioner,11884
2018-12,Capitol Square Light Rail,Sgl Trip LR Adult,260
2018-12,Capitol Square Light Rail,Sgl Trip LR Child/Youth,48
2018-12,Central Grand Concourse Light Rail,Adult,171546
2018-12,Central Grand Concourse Light Rail,CTP,2833
2018-12,Central Grand Concourse Light Rail,Child/Youth,10677
2018-12,Central Grand Concourse Light Rail,Concession,7135
2018-12,Central Grand Concourse Light Rail,Day Pass without SAF,1
2018-12,Central Grand Concourse Light Rail,Employee,476
2018-12,Central Grand Concourse Light Rail,Free Travel,319
2018-12,Central Grand Concourse Light Rail,School Student,131
2018-12,Central Grand Concourse Light Rail,Senior/Pensioner,49083
2018-12,Central Grand Concourse Light Rail,Sgl Trip LR Adult,648
2018-12,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,135
2018-12,Convention Light Rail,Adult,36717
2018-12,Convention Light Rail,CTP,1228
2018-12,Convention Light Rail,Child/Youth,4074
2018-12,Convention Light Rail,Concession,1237
2018-12,Convention Light Rail,Employee,93
2018-12,Convention Light Rail,Free Travel,30
2018-12,Convention Light Rail,School Student,67
2018-12,Convention Light Rail,Senior/Pensioner,5204
2018-12,Convention Light Rail,Sgl Trip LR Adult,418
2018-12,Convention Light Rail,Sgl Trip LR Child/Youth,121
2018-12,Dulwich Grove Light Rail,Adult,7363
2018-12,Dulwich Grove Light Rail,CTP,350
2018-12,Dulwich Grove Light Rail,Child/Youth,602
2018-12,Dulwich Grove Light Rail,Concession,340
2018-12,Dulwich Grove Light Rail,Employee,25
2018-12,Dulwich Grove Light Rail,Free Travel,2
2018-12,Dulwich Grove Light Rail,School Student,162
2018-12,Dulwich Grove Light Rail,Senior/Pensioner,1033
2018-12,Dulwich Grove Light Rail,Sgl Trip LR Adult,1
2018-12,Dulwich Hill Light Rail,Adult,19499
2018-12,Dulwich Hill Light Rail,CTP,582
2018-12,Dulwich Hill Light Rail,Child/Youth,1974
2018-12,Dulwich Hill Light Rail,Concession,964
2018-12,Dulwich Hill Light Rail,Employee,43
2018-12,Dulwich Hill Light Rail,Free Travel,10
2018-12,Dulwich Hill Light Rail,School Student,218
2018-12,Dulwich Hill Light Rail,Senior/Pensioner,3091
2018-12,Dulwich Hill Light Rail,Sgl Trip LR Adult,1
2018-12,Dulwich Hill Light Rail,Sgl Trip LR Child/Youth,1
2018-12,Exhibition Centre Light Rail,Adult,15424
2018-12,Exhibition Centre Light Rail,CTP,685
2018-12,Exhibition Centre Light Rail,Child/Youth,1650
2018-12,Exhibition Centre Light Rail,Concession,612
2018-12,Exhibition Centre Light Rail,Employee,23
2018-12,Exhibition Centre Light Rail,Free Travel,12
2018-12,Exhibition Centre Light Rail,School Student,23
2018-12,Exhibition Centre Light Rail,Senior/Pensioner,3083
2018-12,Exhibition Centre Light Rail,Sgl Trip LR Adult,19
2018-12,Exhibition Centre Light Rail,Sgl Trip LR Child/Youth,10
2018-12,Fish Market Light Rail,Adult,38805
2018-12,Fish Market Light Rail,CTP,1252
2018-12,Fish Market Light Rail,Child/Youth,2176
2018-12,Fish Market Light Rail,Concession,974
2018-12,Fish Market Light Rail,Employee,50
2018-12,Fish Market Light Rail,Free Travel,36
2018-12,Fish Market Light Rail,School Student,149
2018-12,Fish Market Light Rail,Senior/Pensioner,5684
2018-12,Fish Market Light Rail,Sgl Trip LR Adult,386
2018-12,Fish Market Light Rail,Sgl Trip LR Child/Youth,67
2018-12,Glebe Light Rail,Adult,10370
2018-12,Glebe Light Rail,CTP,469
2018-12,Glebe Light Rail,Child/Youth,1164
2018-12,Glebe Light Rail,Concession,595
2018-12,Glebe Light Rail,Employee,24
2018-12,Glebe Light Rail,Free Travel,9
2018-12,Glebe Light Rail,School Student,257
2018-12,Glebe Light Rail,Senior/Pensioner,1823
2018-12,Glebe Light Rail,Sgl Trip LR Adult,70
2018-12,Glebe Light Rail,Sgl Trip LR Child/Youth,13
2018-12,Hawthorne Light Rail,Adult,8145
2018-12,Hawthorne Light Rail,CTP,610
2018-12,Hawthorne Light Rail,Child/Youth,905
2018-12,Hawthorne Light Rail,Concession,394
2018-12,Hawthorne Light Rail,Employee,9
2018-12,Hawthorne Light Rail,Free Travel,9
2018-12,Hawthorne Light Rail,School Student,82
2018-12,Hawthorne Light Rail,Senior/Pensioner,1242
2018-12,Hawthorne Light Rail,Sgl Trip LR Adult,2
2018-12,Hawthorne Light Rail,Sgl Trip LR Child/Youth,2
2018-12,John Street Square Light Rail,Adult,16927
2018-12,John Street Square Light Rail,CTP,588
2018-12,John Street Square Light Rail,Child/Youth,761
2018-12,John Street Square Light Rail,Concession,622
2018-12,John Street Square Light Rail,Employee,14
2018-12,John Street Square Light Rail,Free Travel,29
2018-12,John Street Square Light Rail,School Student,64
2018-12,John Street Square Light Rail,Senior/Pensioner,2677
2018-12,John Street Square Light Rail,Sgl Trip LR Adult,8
2018-12,Jubilee Park Light Rail,Adult,20879
2018-12,Jubilee Park Light Rail,CTP,994
2018-12,Jubilee Park Light Rail,Child/Youth,1800
2018-12,Jubilee Park Light Rail,Concession,829
2018-12,Jubilee Park Light Rail,Employee,16
2018-12,Jubilee Park Light Rail,Free Travel,21
2018-12,Jubilee Park Light Rail,School Student,233
2018-12,Jubilee Park Light Rail,Senior/Pensioner,2606
2018-12,Jubilee Park Light Rail,Sgl Trip LR Adult,133
2018-12,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,47
2018-12,Leichhardt North Light Rail,Adult,7035
2018-12,Leichhardt North Light Rail,CTP,518
2018-12,Leichhardt North Light Rail,Child/Youth,1015
2018-12,Leichhardt North Light Rail,Concession,571
2018-12,Leichhardt North Light Rail,Employee,21
2018-12,Leichhardt North Light Rail,Free Travel,3
2018-12,Leichhardt North Light Rail,School Student,438
2018-12,Leichhardt North Light Rail,Senior/Pensioner,1043
2018-12,Leichhardt North Light Rail,Sgl Trip LR Adult,4
2018-12,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,2
2018-12,Lewisham West Light Rail,Adult,9294
2018-12,Lewisham West Light Rail,CTP,512
2018-12,Lewisham West Light Rail,Child/Youth,1149
2018-12,Lewisham West Light Rail,Concession,479
2018-12,Lewisham West Light Rail,Employee,51
2018-12,Lewisham West Light Rail,Free Travel,7
2018-12,Lewisham West Light Rail,School Student,110
2018-12,Lewisham West Light Rail,Senior/Pensioner,936
2018-12,Lewisham West Light Rail,Sgl Trip LR Adult,2
2018-12,Lewisham West Light Rail,Sgl Trip LR Child/Youth,1
2018-12,Lilyfield Light Rail,Adult,10161
2018-12,Lilyfield Light Rail,CTP,471
2018-12,Lilyfield Light Rail,Child/Youth,1333
2018-12,Lilyfield Light Rail,Concession,474
2018-12,Lilyfield Light Rail,Employee,26
2018-12,Lilyfield Light Rail,Free Travel,20
2018-12,Lilyfield Light Rail,School Student,114
2018-12,Lilyfield Light Rail,Senior/Pensioner,2585
2018-12,Lilyfield Light Rail,Sgl Trip LR Adult,83
2018-12,Lilyfield Light Rail,Sgl Trip LR Child/Youth,45
2018-12,Marion Light Rail,Adult,6385
2018-12,Marion Light Rail,CTP,326
2018-12,Marion Light Rail,Child/Youth,927
2018-12,Marion Light Rail,Concession,395
2018-12,Marion Light Rail,Employee,5
2018-12,Marion Light Rail,Free Travel,2
2018-12,Marion Light Rail,School Student,70
2018-12,Marion Light Rail,Senior/Pensioner,1729
2018-12,"Paddy's Markets Light Rail",Adult,46812
2018-12,"Paddy's Markets Light Rail",CTP,1396
2018-12,"Paddy's Markets Light Rail",Child/Youth,4912
2018-12,"Paddy's Markets Light Rail",Concession,1605
2018-12,"Paddy's Markets Light Rail",Employee,58
2018-12,"Paddy's Markets Light Rail",Free Travel,76
2018-12,"Paddy's Markets Light Rail",School Student,44
2018-12,"Paddy's Markets Light Rail",Senior/Pensioner,13526
2018-12,"Paddy's Markets Light Rail",Sgl Trip LR Adult,294
2018-12,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,83
2018-12,Pyrmont Bay Light Rail,Adult,40656
2018-12,Pyrmont Bay Light Rail,CTP,1477
2018-12,Pyrmont Bay Light Rail,Child/Youth,2699
2018-12,Pyrmont Bay Light Rail,Concession,1568
2018-12,Pyrmont Bay Light Rail,Employee,63
2018-12,Pyrmont Bay Light Rail,Free Travel,92
2018-12,Pyrmont Bay Light Rail,School Student,75
2018-12,Pyrmont Bay Light Rail,Senior/Pensioner,4436
2018-12,Pyrmont Bay Light Rail,Sgl Trip LR Adult,295
2018-12,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,83
2018-12,Rozelle Bay Light Rail,Adult,6308
2018-12,Rozelle Bay Light Rail,CTP,399
2018-12,Rozelle Bay Light Rail,Child/Youth,823
2018-12,Rozelle Bay Light Rail,Concession,267
2018-12,Rozelle Bay Light Rail,Employee,2
2018-12,Rozelle Bay Light Rail,Free Travel,16
2018-12,Rozelle Bay Light Rail,School Student,29
2018-12,Rozelle Bay Light Rail,Senior/Pensioner,1052
2018-12,Rozelle Bay Light Rail,Sgl Trip LR Adult,1
2018-12,Taverners Hill Light Rail,Adult,5080
2018-12,Taverners Hill Light Rail,CTP,235
2018-12,Taverners Hill Light Rail,Child/Youth,548
2018-12,Taverners Hill Light Rail,Concession,268
2018-12,Taverners Hill Light Rail,Employee,5
2018-12,Taverners Hill Light Rail,Free Travel,13
2018-12,Taverners Hill Light Rail,School Student,116
2018-12,Taverners Hill Light Rail,Senior/Pensioner,607
2018-12,Taverners Hill Light Rail,Sgl Trip LR Adult,3
2018-12,The Star Light Rail,Adult,66691
2018-12,The Star Light Rail,CTP,1880
2018-12,The Star Light Rail,Child/Youth,1562
2018-12,The Star Light Rail,Concession,2464
2018-12,The Star Light Rail,Employee,128
2018-12,The Star Light Rail,Free Travel,81
2018-12,The Star Light Rail,School Student,51
2018-12,The Star Light Rail,Senior/Pensioner,24261
2018-12,The Star Light Rail,Sgl Trip LR Adult,403
2018-12,The Star Light Rail,Sgl Trip LR Child/Youth,50
2018-12,Waratah Mills Light Rail,Adult,4648
2018-12,Waratah Mills Light Rail,CTP,269
2018-12,Waratah Mills Light Rail,Child/Youth,676
2018-12,Waratah Mills Light Rail,Concession,375
2018-12,Waratah Mills Light Rail,Employee,1
2018-12,Waratah Mills Light Rail,Free Travel,2
2018-12,Waratah Mills Light Rail,School Student,179
2018-12,Waratah Mills Light Rail,Senior/Pensioner,1014
2018-12,Wentworth Park Light Rail,Adult,13340
2018-12,Wentworth Park Light Rail,CTP,779
2018-12,Wentworth Park Light Rail,Child/Youth,773
2018-12,Wentworth Park Light Rail,Concession,504
2018-12,Wentworth Park Light Rail,Employee,25
2018-12,Wentworth Park Light Rail,Free Travel,1
2018-12,Wentworth Park Light Rail,School Student,145
2018-12,Wentworth Park Light Rail,Senior/Pensioner,1279
2018-12,Wentworth Park Light Rail,Sgl Trip LR Adult,4
2018-12,Wentworth Park Light Rail,Sgl Trip LR Child/Youth,2
2019-01,Arlington Light Rail,Adult,10123
2019-01,Arlington Light Rail,CTP,634
2019-01,Arlington Light Rail,Child/Youth,1134
2019-01,Arlington Light Rail,Concession,336
2019-01,Arlington Light Rail,Employee,19
2019-01,Arlington Light Rail,Free Travel,19
2019-01,Arlington Light Rail,School Student,35
2019-01,Arlington Light Rail,Senior/Pensioner,968
2019-01,Arlington Light Rail,Sgl Trip LR Adult,1
2019-01,Arlington Light Rail,Sgl Trip LR Child/Youth,2
2019-01,Capitol Square Light Rail,Adult,21453
2019-01,Capitol Square Light Rail,CTP,675
2019-01,Capitol Square Light Rail,Child/Youth,1967
2019-01,Capitol Square Light Rail,Concession,596
2019-01,Capitol Square Light Rail,Employee,52
2019-01,Capitol Square Light Rail,Free Travel,32
2019-01,Capitol Square Light Rail,School Student,4
2019-01,Capitol Square Light Rail,Senior/Pensioner,7279
2019-01,Capitol Square Light Rail,Sgl Trip LR Adult,75
2019-01,Capitol Square Light Rail,Sgl Trip LR Child/Youth,26
2019-01,Central Grand Concourse Light Rail,Adult,94198
2019-01,Central Grand Concourse Light Rail,CTP,1898
2019-01,Central Grand Concourse Light Rail,Child/Youth,7773
2019-01,Central Grand Concourse Light Rail,Concession,4159
2019-01,Central Grand Concourse Light Rail,Day Pass without SAF,4
2019-01,Central Grand Concourse Light Rail,Employee,293
2019-01,Central Grand Concourse Light Rail,Free Travel,170
2019-01,Central Grand Concourse Light Rail,School Student,21
2019-01,Central Grand Concourse Light Rail,Senior/Pensioner,29078
2019-01,Central Grand Concourse Light Rail,Sgl Trip LR Adult,369
2019-01,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,110
2019-01,Convention Light Rail,Adult,36174
2019-01,Convention Light Rail,CTP,1686
2019-01,Convention Light Rail,Child/Youth,5151
2019-01,Convention Light Rail,Concession,1211
2019-01,Convention Light Rail,Employee,90
2019-01,Convention Light Rail,Free Travel,50
2019-01,Convention Light Rail,School Student,13
2019-01,Convention Light Rail,Senior/Pensioner,7510
2019-01,Convention Light Rail,Sgl Trip LR Adult,322
2019-01,Convention Light Rail,Sgl Trip LR Child/Youth,134
2019-01,Dulwich Grove Light Rail,Adult,6922
2019-01,Dulwich Grove Light Rail,CTP,343
2019-01,Dulwich Grove Light Rail,Child/Youth,694
2019-01,Dulwich Grove Light Rail,Concession,291
2019-01,Dulwich Grove Light Rail,Employee,17
2019-01,Dulwich Grove Light Rail,Free Travel,2
2019-01,Dulwich Grove Light Rail,School Student,30
2019-01,Dulwich Grove Light Rail,Senior/Pensioner,887
2019-01,Dulwich Grove Light Rail,Sgl Trip LR Adult,2
2019-01,Dulwich Hill Light Rail,Adult,19050
2019-01,Dulwich Hill Light Rail,CTP,728
2019-01,Dulwich Hill Light Rail,Child/Youth,2133
2019-01,Dulwich Hill Light Rail,Concession,1031
2019-01,Dulwich Hill Light Rail,Employee,38
2019-01,Dulwich Hill Light Rail,Free Travel,7
2019-01,Dulwich Hill Light Rail,School Student,38
2019-01,Dulwich Hill Light Rail,Senior/Pensioner,2846
2019-01,Dulwich Hill Light Rail,Sgl Trip LR Adult,3
2019-01,Exhibition Centre Light Rail,Adult,9153
2019-01,Exhibition Centre Light Rail,CTP,586
2019-01,Exhibition Centre Light Rail,Child/Youth,1516
2019-01,Exhibition Centre Light Rail,Concession,388
2019-01,Exhibition Centre Light Rail,Employee,20
2019-01,Exhibition Centre Light Rail,Free Travel,12
2019-01,Exhibition Centre Light Rail,Senior/Pensioner,2156
2019-01,Exhibition Centre Light Rail,Sgl Trip LR Adult,18
2019-01,Exhibition Centre Light Rail,Sgl Trip LR Child/Youth,7
2019-01,Fish Market Light Rail,Adult,26656
2019-01,Fish Market Light Rail,CTP,1134
2019-01,Fish Market Light Rail,Child/Youth,1703
2019-01,Fish Market Light Rail,Concession,745
2019-01,Fish Market Light Rail,Employee,36
2019-01,Fish Market Light Rail,Free Travel,20
2019-01,Fish Market Light Rail,School Student,14
2019-01,Fish Market Light Rail,Senior/Pensioner,3725
2019-01,Fish Market Light Rail,Sgl Trip LR Adult,180
2019-01,Fish Market Light Rail,Sgl Trip LR Child/Youth,32
2019-01,Glebe Light Rail,Adult,9152
2019-01,Glebe Light Rail,CTP,490
2019-01,Glebe Light Rail,Child/Youth,1092
2019-01,Glebe Light Rail,Concession,572
2019-01,Glebe Light Rail,Employee,13
2019-01,Glebe Light Rail,Free Travel,11
2019-01,Glebe Light Rail,School Student,67
2019-01,Glebe Light Rail,Senior/Pensioner,1520
2019-01,Glebe Light Rail,Sgl Trip LR Adult,33
2019-01,Glebe Light Rail,Sgl Trip LR Child/Youth,24
2019-01,Hawthorne Light Rail,Adult,6884
2019-01,Hawthorne Light Rail,CTP,602
2019-01,Hawthorne Light Rail,Child/Youth,1127
2019-01,Hawthorne Light Rail,Concession,438
2019-01,Hawthorne Light Rail,Employee,3
2019-01,Hawthorne Light Rail,Free Travel,10
2019-01,Hawthorne Light Rail,School Student,26
2019-01,Hawthorne Light Rail,Senior/Pensioner,1065
2019-01,Hawthorne Light Rail,Sgl Trip LR Adult,3
2019-01,Hawthorne Light Rail,Sgl Trip LR Child/Youth,1
2019-01,John Street Square Light Rail,Adult,15079
2019-01,John Street Square Light Rail,CTP,605
2019-01,John Street Square Light Rail,Child/Youth,803
2019-01,John Street Square Light Rail,Concession,642
2019-01,John Street Square Light Rail,Employee,13
2019-01,John Street Square Light Rail,Free Travel,24
2019-01,John Street Square Light Rail,School Student,10
2019-01,John Street Square Light Rail,Senior/Pensioner,2457
2019-01,John Street Square Light Rail,Sgl Trip LR Adult,3
2019-01,Jubilee Park Light Rail,Adult,18137
2019-01,Jubilee Park Light Rail,CTP,1104
2019-01,Jubilee Park Light Rail,Child/Youth,1734
2019-01,Jubilee Park Light Rail,Concession,655
2019-01,Jubilee Park Light Rail,Employee,11
2019-01,Jubilee Park Light Rail,Free Travel,11
2019-01,Jubilee Park Light Rail,School Student,76
2019-01,Jubilee Park Light Rail,Senior/Pensioner,2027
2019-01,Jubilee Park Light Rail,Sgl Trip LR Adult,104
2019-01,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,41
2019-01,Leichhardt North Light Rail,Adult,6334
2019-01,Leichhardt North Light Rail,CTP,504
2019-01,Leichhardt North Light Rail,Child/Youth,968
2019-01,Leichhardt North Light Rail,Concession,441
2019-01,Leichhardt North Light Rail,Employee,18
2019-01,Leichhardt North Light Rail,Free Travel,2
2019-01,Leichhardt North Light Rail,School Student,60
2019-01,Leichhardt North Light Rail,Senior/Pensioner,836
2019-01,Leichhardt North Light Rail,Sgl Trip LR Adult,1
2019-01,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,1
2019-01,Lewisham West Light Rail,Adult,9589
2019-01,Lewisham West Light Rail,CTP,534
2019-01,Lewisham West Light Rail,Child/Youth,1152
2019-01,Lewisham West Light Rail,Concession,460
2019-01,Lewisham West Light Rail,Employee,54
2019-01,Lewisham West Light Rail,Free Travel,11
2019-01,Lewisham West Light Rail,School Student,29
2019-01,Lewisham West Light Rail,Senior/Pensioner,869
2019-01,Lewisham West Light Rail,Sgl Trip LR Adult,2
2019-01,Lewisham West Light Rail,Sgl Trip LR Child/Youth,1
2019-01,Lilyfield Light Rail,Adult,8995
2019-01,Lilyfield Light Rail,CTP,499
2019-01,Lilyfield Light Rail,Child/Youth,1431
2019-01,Lilyfield Light Rail,Concession,333
2019-01,Lilyfield Light Rail,Employee,20
2019-01,Lilyfield Light Rail,Free Travel,13
2019-01,Lilyfield Light Rail,School Student,24
2019-01,Lilyfield Light Rail,Senior/Pensioner,2005
2019-01,Lilyfield Light Rail,Sgl Trip LR Adult,72
2019-01,Lilyfield Light Rail,Sgl Trip LR Child/Youth,26
2019-01,Marion Light Rail,Adult,5719
2019-01,Marion Light Rail,CTP,340
2019-01,Marion Light Rail,Child/Youth,969
2019-01,Marion Light Rail,Concession,308
2019-01,Marion Light Rail,Employee,6
2019-01,Marion Light Rail,Free Travel,9
2019-01,Marion Light Rail,School Student,13
2019-01,Marion Light Rail,Senior/Pensioner,1446
2019-01,Marion Light Rail,Sgl Trip LR Adult,2
2019-01,Marion Light Rail,Sgl Trip LR Child/Youth,1
2019-01,"Paddy's Markets Light Rail",Adult,25110
2019-01,"Paddy's Markets Light Rail",CTP,857
2019-01,"Paddy's Markets Light Rail",Child/Youth,3666
2019-01,"Paddy's Markets Light Rail",Concession,918
