Year_Month,Route,Card_type,Trip
2019-12,F6 Mosman Bay,Child/Youth,3471
2019-12,F6 Mosman Bay,Concession,1423
2019-12,F6 Mosman Bay,Employee,236
2019-12,F6 Mosman Bay,Free Travel,73
2019-12,F6 Mosman Bay,School Student,61
2019-12,F6 Mosman Bay,Senior/Pensioner,11465
2019-12,F6 Mosman Bay,Sgl Trip Ferry Adult,1429
2019-12,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,545
2019-12,F7 Double Bay,Adult,9696
2019-12,F7 Double Bay,CTP,4613
2019-12,F7 Double Bay,Child/Youth,832
2019-12,F7 Double Bay,Concession,212
2019-12,F7 Double Bay,Employee,21
2019-12,F7 Double Bay,Free Travel,6
2019-12,F7 Double Bay,School Student,4
2019-12,F7 Double Bay,Senior/Pensioner,2977
2019-12,F7 Double Bay,Sgl Trip Ferry Adult,426
2019-12,F7 Double Bay,Sgl Trip Ferry Child/Youth,119
2019-12,F8 Cockatoo Island,Adult,29569
2019-12,F8 Cockatoo Island,CTP,7992
2019-12,F8 Cockatoo Island,Child/Youth,4536
2019-12,F8 Cockatoo Island,Concession,1032
2019-12,F8 Cockatoo Island,Employee,204
2019-12,F8 Cockatoo Island,Free Travel,51
2019-12,F8 Cockatoo Island,School Student,124
2019-12,F8 Cockatoo Island,Senior/Pensioner,7688
2019-12,F8 Cockatoo Island,Sgl Trip Ferry Adult,1091
2019-12,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,384
2020-01,118 Newcastle,Adult,24617
2020-01,118 Newcastle,CTP,1
2020-01,118 Newcastle,Child/Youth,8821
2020-01,118 Newcastle,Concession,875
2020-01,118 Newcastle,Day Pass without SAF,1
2020-01,118 Newcastle,Employee,489
2020-01,118 Newcastle,Free Travel,455
2020-01,118 Newcastle,School Student,209
2020-01,118 Newcastle,Senior/Pensioner,11936
2020-01,F1 Manly,Adult,247309
2020-01,F1 Manly,CTP,75027
2020-01,F1 Manly,Child/Youth,58196
2020-01,F1 Manly,Concession,7104
2020-01,F1 Manly,Day Pass Child/Youth w/o SAF,4
2020-01,F1 Manly,Day Pass without SAF,22
2020-01,F1 Manly,Employee,1714
2020-01,F1 Manly,Free Travel,713
2020-01,F1 Manly,School Student,147
2020-01,F1 Manly,Senior/Pensioner,71192
2020-01,F1 Manly,Sgl Trip Ferry Adult,16792
2020-01,F1 Manly,Sgl Trip Ferry Child/Youth,5194
2020-01,F2 Taronga Zoo,Adult,76371
2020-01,F2 Taronga Zoo,CTP,20737
2020-01,F2 Taronga Zoo,Child/Youth,23928
2020-01,F2 Taronga Zoo,Concession,2295
2020-01,F2 Taronga Zoo,Day Pass without SAF,3
2020-01,F2 Taronga Zoo,Employee,277
2020-01,F2 Taronga Zoo,Free Travel,116
2020-01,F2 Taronga Zoo,School Student,37
2020-01,F2 Taronga Zoo,Senior/Pensioner,12696
2020-01,F2 Taronga Zoo,Sgl Trip Ferry Adult,6195
2020-01,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2567
2020-01,F3 Parramatta River,Adult,137969
2020-01,F3 Parramatta River,CTP,37058
2020-01,F3 Parramatta River,Child/Youth,23145
2020-01,F3 Parramatta River,Concession,3391
2020-01,F3 Parramatta River,Employee,788
2020-01,F3 Parramatta River,Free Travel,281
2020-01,F3 Parramatta River,School Student,191
2020-01,F3 Parramatta River,Senior/Pensioner,31468
2020-01,F3 Parramatta River,Sgl Trip Ferry Adult,6144
2020-01,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2488
2020-01,F4 Cross Harbour,Adult,216353
2020-01,F4 Cross Harbour,CTP,67785
2020-01,F4 Cross Harbour,Child/Youth,53219
2020-01,F4 Cross Harbour,Concession,5302
2020-01,F4 Cross Harbour,Day Pass without SAF,3
2020-01,F4 Cross Harbour,Employee,1345
2020-01,F4 Cross Harbour,Free Travel,435
2020-01,F4 Cross Harbour,School Student,209
2020-01,F4 Cross Harbour,Senior/Pensioner,49427
2020-01,F4 Cross Harbour,Sgl Trip Ferry Adult,15213
2020-01,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,6402
2020-01,F5 Neutral Bay,Adult,25732
2020-01,F5 Neutral Bay,CTP,7469
2020-01,F5 Neutral Bay,Child/Youth,2892
2020-01,F5 Neutral Bay,Concession,635
2020-01,F5 Neutral Bay,Employee,165
2020-01,F5 Neutral Bay,Free Travel,56
2020-01,F5 Neutral Bay,School Student,16
2020-01,F5 Neutral Bay,Senior/Pensioner,8818
2020-01,F5 Neutral Bay,Sgl Trip Ferry Adult,932
2020-01,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,350
2020-01,F6 Mosman Bay,Adult,36485
2020-01,F6 Mosman Bay,CTP,11006
2020-01,F6 Mosman Bay,Child/Youth,4302
2020-01,F6 Mosman Bay,Concession,1388
2020-01,F6 Mosman Bay,Employee,254
2020-01,F6 Mosman Bay,Free Travel,78
2020-01,F6 Mosman Bay,School Student,34
2020-01,F6 Mosman Bay,Senior/Pensioner,11815
2020-01,F6 Mosman Bay,Sgl Trip Ferry Adult,1562
2020-01,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,666
2020-01,F7 Double Bay,Adult,9727
2020-01,F7 Double Bay,CTP,5412
2020-01,F7 Double Bay,Child/Youth,1293
2020-01,F7 Double Bay,Concession,212
2020-01,F7 Double Bay,Employee,39
2020-01,F7 Double Bay,Free Travel,9
2020-01,F7 Double Bay,School Student,1
2020-01,F7 Double Bay,Senior/Pensioner,3050
2020-01,F7 Double Bay,Sgl Trip Ferry Adult,504
2020-01,F7 Double Bay,Sgl Trip Ferry Child/Youth,193
2020-01,F8 Cockatoo Island,Adult,28561
2020-01,F8 Cockatoo Island,CTP,8174
2020-01,F8 Cockatoo Island,Child/Youth,5119
2020-01,F8 Cockatoo Island,Concession,968
2020-01,F8 Cockatoo Island,Employee,199
2020-01,F8 Cockatoo Island,Free Travel,49
2020-01,F8 Cockatoo Island,School Student,70
2020-01,F8 Cockatoo Island,Senior/Pensioner,7870
2020-01,F8 Cockatoo Island,Sgl Trip Ferry Adult,1102
2020-01,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,462
2020-02,118 Newcastle,Adult,20390
2020-02,118 Newcastle,CTP,1166
2020-02,118 Newcastle,Child/Youth,2761
2020-02,118 Newcastle,Concession,971
2020-02,118 Newcastle,Employee,580
2020-02,118 Newcastle,Free Travel,515
2020-02,118 Newcastle,School Student,1436
2020-02,118 Newcastle,Senior/Pensioner,10544
2020-02,F1 Manly,Adult,166509
2020-02,F1 Manly,CTP,54155
2020-02,F1 Manly,Child/Youth,13461
2020-02,F1 Manly,Concession,5785
2020-02,F1 Manly,Day Pass without SAF,17
2020-02,F1 Manly,Employee,1286
2020-02,F1 Manly,Free Travel,523
2020-02,F1 Manly,School Student,584
2020-02,F1 Manly,Senior/Pensioner,49784
2020-02,F1 Manly,Sgl Trip Ferry Adult,11510
2020-02,F1 Manly,Sgl Trip Ferry Child/Youth,1159
2020-02,F2 Taronga Zoo,Adult,45849
2020-02,F2 Taronga Zoo,CTP,13928
2020-02,F2 Taronga Zoo,Child/Youth,5597
2020-02,F2 Taronga Zoo,Concession,1665
2020-02,F2 Taronga Zoo,Day Pass without SAF,2
2020-02,F2 Taronga Zoo,Employee,232
2020-02,F2 Taronga Zoo,Free Travel,88
2020-02,F2 Taronga Zoo,School Student,401
2020-02,F2 Taronga Zoo,Senior/Pensioner,9718
2020-02,F2 Taronga Zoo,Sgl Trip Ferry Adult,3818
2020-02,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,581
2020-02,F3 Parramatta River,Adult,115719
2020-02,F3 Parramatta River,CTP,34088
2020-02,F3 Parramatta River,Child/Youth,7004
2020-02,F3 Parramatta River,Concession,3058
2020-02,F3 Parramatta River,Employee,538
2020-02,F3 Parramatta River,Free Travel,211
2020-02,F3 Parramatta River,School Student,1469
2020-02,F3 Parramatta River,Senior/Pensioner,24616
2020-02,F3 Parramatta River,Sgl Trip Ferry Adult,3729
2020-02,F3 Parramatta River,Sgl Trip Ferry Child/Youth,599
2020-02,F4 Cross Harbour,Adult,153873
2020-02,F4 Cross Harbour,CTP,58557
2020-02,F4 Cross Harbour,Child/Youth,13332
2020-02,F4 Cross Harbour,Concession,4353
2020-02,F4 Cross Harbour,Day Pass without SAF,2
2020-02,F4 Cross Harbour,Employee,993
2020-02,F4 Cross Harbour,Free Travel,332
2020-02,F4 Cross Harbour,School Student,1522
2020-02,F4 Cross Harbour,Senior/Pensioner,36227
2020-02,F4 Cross Harbour,Sgl Trip Ferry Adult,9199
2020-02,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,1384
2020-02,F5 Neutral Bay,Adult,22021
2020-02,F5 Neutral Bay,CTP,7230
2020-02,F5 Neutral Bay,Child/Youth,901
2020-02,F5 Neutral Bay,Concession,789
2020-02,F5 Neutral Bay,Employee,163
2020-02,F5 Neutral Bay,Free Travel,55
2020-02,F5 Neutral Bay,School Student,184
2020-02,F5 Neutral Bay,Senior/Pensioner,8219
2020-02,F5 Neutral Bay,Sgl Trip Ferry Adult,698
2020-02,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,105
2020-02,F6 Mosman Bay,Adult,33717
2020-02,F6 Mosman Bay,CTP,10536
2020-02,F6 Mosman Bay,Child/Youth,1371
2020-02,F6 Mosman Bay,Concession,1479
2020-02,F6 Mosman Bay,Employee,237
2020-02,F6 Mosman Bay,Free Travel,93
2020-02,F6 Mosman Bay,School Student,238
2020-02,F6 Mosman Bay,Senior/Pensioner,11482
2020-02,F6 Mosman Bay,Sgl Trip Ferry Adult,1062
2020-02,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,173
2020-02,F7 Double Bay,Adult,8917
2020-02,F7 Double Bay,CTP,4942
2020-02,F7 Double Bay,Child/Youth,357
2020-02,F7 Double Bay,Concession,247
2020-02,F7 Double Bay,Employee,25
2020-02,F7 Double Bay,Free Travel,3
2020-02,F7 Double Bay,School Student,14
2020-02,F7 Double Bay,Senior/Pensioner,2691
2020-02,F7 Double Bay,Sgl Trip Ferry Adult,376
2020-02,F7 Double Bay,Sgl Trip Ferry Child/Youth,45
2020-02,F8 Cockatoo Island,Adult,27856
2020-02,F8 Cockatoo Island,CTP,8376
2020-02,F8 Cockatoo Island,Child/Youth,2619
2020-02,F8 Cockatoo Island,Concession,1039
2020-02,F8 Cockatoo Island,Employee,152
2020-02,F8 Cockatoo Island,Free Travel,34
2020-02,F8 Cockatoo Island,School Student,512
2020-02,F8 Cockatoo Island,Senior/Pensioner,7518
2020-02,F8 Cockatoo Island,Sgl Trip Ferry Adult,871
2020-02,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,141
2020-03,118 Newcastle,Adult,14885
2020-03,118 Newcastle,CTP,5657
2020-03,118 Newcastle,Child/Youth,1734
2020-03,118 Newcastle,Concession,1068
2020-03,118 Newcastle,Day Pass without SAF,1
2020-03,118 Newcastle,Employee,351
2020-03,118 Newcastle,Free Travel,340
2020-03,118 Newcastle,School Student,979
2020-03,118 Newcastle,Senior/Pensioner,7567
2020-03,F1 Manly,Adult,106619
2020-03,F1 Manly,CTP,36337
2020-03,F1 Manly,Child/Youth,7112
2020-03,F1 Manly,Concession,4491
2020-03,F1 Manly,Day Pass without SAF,7
2020-03,F1 Manly,Employee,883
2020-03,F1 Manly,Free Travel,307
2020-03,F1 Manly,School Student,680
2020-03,F1 Manly,Senior/Pensioner,28691
2020-03,F1 Manly,Sgl Trip Ferry Adult,5861
2020-03,F1 Manly,Sgl Trip Ferry Child/Youth,774
2020-03,F2 Taronga Zoo,Adult,27870
2020-03,F2 Taronga Zoo,CTP,10097
2020-03,F2 Taronga Zoo,Child/Youth,3593
2020-03,F2 Taronga Zoo,Concession,1334
2020-03,F2 Taronga Zoo,Employee,115
2020-03,F2 Taronga Zoo,Free Travel,63
2020-03,F2 Taronga Zoo,School Student,397
2020-03,F2 Taronga Zoo,Senior/Pensioner,6024
2020-03,F2 Taronga Zoo,Sgl Trip Ferry Adult,1839
2020-03,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,342
2020-03,F3 Parramatta River,Adult,74778
2020-03,F3 Parramatta River,CTP,22640
2020-03,F3 Parramatta River,Child/Youth,3958
2020-03,F3 Parramatta River,Concession,2387
2020-03,F3 Parramatta River,Day Pass without SAF,2
2020-03,F3 Parramatta River,Employee,362
2020-03,F3 Parramatta River,Free Travel,169
2020-03,F3 Parramatta River,School Student,1279
2020-03,F3 Parramatta River,Senior/Pensioner,14641
2020-03,F3 Parramatta River,Sgl Trip Ferry Adult,1700
2020-03,F3 Parramatta River,Sgl Trip Ferry Child/Youth,305
2020-03,F4 Cross Harbour,Adult,93982
2020-03,F4 Cross Harbour,CTP,37405
2020-03,F4 Cross Harbour,Child/Youth,7458
2020-03,F4 Cross Harbour,Concession,3108
2020-03,F4 Cross Harbour,Day Pass without SAF,6
2020-03,F4 Cross Harbour,Employee,685
2020-03,F4 Cross Harbour,Free Travel,203
2020-03,F4 Cross Harbour,School Student,1276
2020-03,F4 Cross Harbour,Senior/Pensioner,20269
2020-03,F4 Cross Harbour,Sgl Trip Ferry Adult,5002
2020-03,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,838
2020-03,F5 Neutral Bay,Adult,15012
2020-03,F5 Neutral Bay,CTP,4915
2020-03,F5 Neutral Bay,Child/Youth,415
2020-03,F5 Neutral Bay,Concession,519
2020-03,F5 Neutral Bay,Day Pass without SAF,1
2020-03,F5 Neutral Bay,Employee,130
2020-03,F5 Neutral Bay,Free Travel,35
2020-03,F5 Neutral Bay,School Student,149
2020-03,F5 Neutral Bay,Senior/Pensioner,5390
2020-03,F5 Neutral Bay,Sgl Trip Ferry Adult,427
2020-03,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,59
2020-03,F6 Mosman Bay,Adult,21449
2020-03,F6 Mosman Bay,CTP,6798
2020-03,F6 Mosman Bay,Child/Youth,685
2020-03,F6 Mosman Bay,Concession,1044
2020-03,F6 Mosman Bay,Employee,166
2020-03,F6 Mosman Bay,Free Travel,56
2020-03,F6 Mosman Bay,School Student,180
2020-03,F6 Mosman Bay,Senior/Pensioner,6577
2020-03,F6 Mosman Bay,Sgl Trip Ferry Adult,539
2020-03,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,120
2020-03,F7 Double Bay,Adult,5637
2020-03,F7 Double Bay,CTP,3134
2020-03,F7 Double Bay,Child/Youth,204
2020-03,F7 Double Bay,Concession,165
2020-03,F7 Double Bay,Employee,6
2020-03,F7 Double Bay,Free Travel,6
2020-03,F7 Double Bay,School Student,3
2020-03,F7 Double Bay,Senior/Pensioner,1670
2020-03,F7 Double Bay,Sgl Trip Ferry Adult,197
2020-03,F7 Double Bay,Sgl Trip Ferry Child/Youth,16
2020-03,F8 Cockatoo Island,Adult,19062
2020-03,F8 Cockatoo Island,CTP,5827
2020-03,F8 Cockatoo Island,Child/Youth,1501
2020-03,F8 Cockatoo Island,Concession,860
2020-03,F8 Cockatoo Island,Employee,134
2020-03,F8 Cockatoo Island,Free Travel,37
2020-03,F8 Cockatoo Island,School Student,431
2020-03,F8 Cockatoo Island,Senior/Pensioner,4642
2020-03,F8 Cockatoo Island,Sgl Trip Ferry Adult,517
2020-03,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,79
2020-04,118 Newcastle,Adult,4004
2020-04,118 Newcastle,CTP,1632
2020-04,118 Newcastle,Child/Youth,377
2020-04,118 Newcastle,Concession,239
2020-04,118 Newcastle,Employee,142
2020-04,118 Newcastle,Free Travel,172
2020-04,118 Newcastle,School Student,48
2020-04,118 Newcastle,Senior/Pensioner,2429
2020-04,F1 Manly,Adult,12233
2020-04,F1 Manly,CTP,4490
2020-04,F1 Manly,Child/Youth,400
2020-04,F1 Manly,Concession,373
2020-04,F1 Manly,Day Pass without SAF,2
2020-04,F1 Manly,Employee,257
2020-04,F1 Manly,Free Travel,96
2020-04,F1 Manly,School Student,2
2020-04,F1 Manly,Senior/Pensioner,5475
2020-04,F1 Manly,Sgl Trip Ferry Adult,156
2020-04,F1 Manly,Sgl Trip Ferry Child/Youth,94
2020-04,F2 Taronga Zoo,Adult,1888
2020-04,F2 Taronga Zoo,CTP,824
2020-04,F2 Taronga Zoo,Child/Youth,72
2020-04,F2 Taronga Zoo,Concession,34
2020-04,F2 Taronga Zoo,Employee,27
2020-04,F2 Taronga Zoo,Free Travel,1
2020-04,F2 Taronga Zoo,Senior/Pensioner,675
2020-04,F2 Taronga Zoo,Sgl Trip Ferry Adult,18
2020-04,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,6
2020-04,F3 Parramatta River,Adult,7389
2020-04,F3 Parramatta River,CTP,2401
2020-04,F3 Parramatta River,Child/Youth,321
2020-04,F3 Parramatta River,Concession,429
2020-04,F3 Parramatta River,Employee,102
2020-04,F3 Parramatta River,Free Travel,22
2020-04,F3 Parramatta River,School Student,7
2020-04,F3 Parramatta River,Senior/Pensioner,1984
2020-04,F3 Parramatta River,Sgl Trip Ferry Adult,56
2020-04,F3 Parramatta River,Sgl Trip Ferry Child/Youth,23
2020-04,F4 Cross Harbour,Adult,11293
2020-04,F4 Cross Harbour,CTP,6289
2020-04,F4 Cross Harbour,Child/Youth,649
2020-04,F4 Cross Harbour,Concession,316
2020-04,F4 Cross Harbour,Employee,309
2020-04,F4 Cross Harbour,Free Travel,35
2020-04,F4 Cross Harbour,School Student,21
2020-04,F4 Cross Harbour,Senior/Pensioner,3659
2020-04,F4 Cross Harbour,Sgl Trip Ferry Adult,206
2020-04,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,112
2020-04,F5 Neutral Bay,Adult,2641
2020-04,F5 Neutral Bay,CTP,1237
2020-04,F5 Neutral Bay,Child/Youth,101
2020-04,F5 Neutral Bay,Concession,48
2020-04,F5 Neutral Bay,Employee,60
2020-04,F5 Neutral Bay,Free Travel,3
2020-04,F5 Neutral Bay,School Student,5
2020-04,F5 Neutral Bay,Senior/Pensioner,1261
2020-04,F5 Neutral Bay,Sgl Trip Ferry Adult,26
2020-04,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,17
2020-04,F6 Mosman Bay,Adult,3737
2020-04,F6 Mosman Bay,CTP,1377
2020-04,F6 Mosman Bay,Child/Youth,152
2020-04,F6 Mosman Bay,Concession,89
2020-04,F6 Mosman Bay,Employee,84
2020-04,F6 Mosman Bay,Free Travel,4
2020-04,F6 Mosman Bay,School Student,4
2020-04,F6 Mosman Bay,Senior/Pensioner,1517
2020-04,F6 Mosman Bay,Sgl Trip Ferry Adult,40
2020-04,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,37
2020-04,F7 Double Bay,Adult,930
2020-04,F7 Double Bay,CTP,554
2020-04,F7 Double Bay,Child/Youth,54
2020-04,F7 Double Bay,Concession,25
2020-04,F7 Double Bay,Employee,26
2020-04,F7 Double Bay,School Student,1
2020-04,F7 Double Bay,Senior/Pensioner,423
2020-04,F7 Double Bay,Sgl Trip Ferry Adult,5
2020-04,F7 Double Bay,Sgl Trip Ferry Child/Youth,2
2020-04,F8 Cockatoo Island,Adult,2836
2020-04,F8 Cockatoo Island,CTP,914
2020-04,F8 Cockatoo Island,Child/Youth,142
2020-04,F8 Cockatoo Island,Concession,86
2020-04,F8 Cockatoo Island,Employee,105
2020-04,F8 Cockatoo Island,Free Travel,15
2020-04,F8 Cockatoo Island,School Student,1
2020-04,F8 Cockatoo Island,Senior/Pensioner,864
2020-04,F8 Cockatoo Island,Sgl Trip Ferry Adult,15
2020-04,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,3
2020-05,118 Newcastle,Adult,5913
2020-05,118 Newcastle,CTP,3172
2020-05,118 Newcastle,Child/Youth,1013
2020-05,118 Newcastle,Concession,350
2020-05,118 Newcastle,Employee,167
2020-05,118 Newcastle,Free Travel,191
2020-05,118 Newcastle,School Student,310
2020-05,118 Newcastle,Senior/Pensioner,4126
2020-05,F1 Manly,Adult,30397
2020-05,F1 Manly,CTP,11988
2020-05,F1 Manly,Child/Youth,2021
2020-05,F1 Manly,Concession,1302
2020-05,F1 Manly,Day Pass without SAF,1
2020-05,F1 Manly,Employee,424
2020-05,F1 Manly,Free Travel,172
2020-05,F1 Manly,School Student,170
2020-05,F1 Manly,Senior/Pensioner,12403
2020-05,F1 Manly,Sgl Trip Ferry Adult,450
2020-05,F1 Manly,Sgl Trip Ferry Child/Youth,271
2020-05,F2 Taronga Zoo,Adult,4039
2020-05,F2 Taronga Zoo,CTP,1840
2020-05,F2 Taronga Zoo,Child/Youth,229
2020-05,F2 Taronga Zoo,Concession,163
2020-05,F2 Taronga Zoo,Employee,20
2020-05,F2 Taronga Zoo,Free Travel,11
2020-05,F2 Taronga Zoo,School Student,49
2020-05,F2 Taronga Zoo,Senior/Pensioner,1608
2020-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,21
2020-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,16
2020-05,F3 Parramatta River,Adult,16355
2020-05,F3 Parramatta River,CTP,5822
2020-05,F3 Parramatta River,Child/Youth,1185
2020-05,F3 Parramatta River,Concession,814
2020-05,F3 Parramatta River,Day Pass without SAF,1
2020-05,F3 Parramatta River,Employee,169
2020-05,F3 Parramatta River,Free Travel,47
2020-05,F3 Parramatta River,School Student,530
2020-05,F3 Parramatta River,Senior/Pensioner,4880
2020-05,F3 Parramatta River,Sgl Trip Ferry Adult,119
2020-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,60
2020-05,F4 Cross Harbour,Adult,26557
2020-05,F4 Cross Harbour,CTP,13326
2020-05,F4 Cross Harbour,Child/Youth,2256
2020-05,F4 Cross Harbour,Concession,1072
2020-05,F4 Cross Harbour,Employee,411
2020-05,F4 Cross Harbour,Free Travel,82
2020-05,F4 Cross Harbour,School Student,627
2020-05,F4 Cross Harbour,Senior/Pensioner,8667
2020-05,F4 Cross Harbour,Sgl Trip Ferry Adult,432
2020-05,F4 Cross Harbour,Sgl Trip Ferry Child/Youth,227
2020-05,F5 Neutral Bay,Adult,4637
2020-05,F5 Neutral Bay,CTP,2138
2020-05,F5 Neutral Bay,Child/Youth,266
2020-05,F5 Neutral Bay,Concession,163
2020-05,F5 Neutral Bay,Employee,53
2020-05,F5 Neutral Bay,Free Travel,28
2020-05,F5 Neutral Bay,School Student,31
2020-05,F5 Neutral Bay,Senior/Pensioner,2542
2020-05,F5 Neutral Bay,Sgl Trip Ferry Adult,31
2020-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,13
2020-05,F6 Mosman Bay,Adult,6584
2020-05,F6 Mosman Bay,CTP,2647
2020-05,F6 Mosman Bay,Child/Youth,419
2020-05,F6 Mosman Bay,Concession,203
2020-05,F6 Mosman Bay,Employee,62
2020-05,F6 Mosman Bay,Free Travel,14
2020-05,F6 Mosman Bay,School Student,59
2020-05,F6 Mosman Bay,Senior/Pensioner,2996
2020-05,F6 Mosman Bay,Sgl Trip Ferry Adult,63
2020-05,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,50
2020-05,F7 Double Bay,Adult,1744
2020-05,F7 Double Bay,CTP,1265
2020-05,F7 Double Bay,Child/Youth,86
2020-05,F7 Double Bay,Concession,47
2020-05,F7 Double Bay,Employee,10
2020-05,F7 Double Bay,School Student,2
2020-05,F7 Double Bay,Senior/Pensioner,771
2020-05,F7 Double Bay,Sgl Trip Ferry Adult,13
2020-05,F7 Double Bay,Sgl Trip Ferry Child/Youth,7
2020-05,F8 Cockatoo Island,Adult,5494
2020-05,F8 Cockatoo Island,CTP,2041
2020-05,F8 Cockatoo Island,Child/Youth,523
2020-05,F8 Cockatoo Island,Concession,175
2020-05,F8 Cockatoo Island,Employee,54
2020-05,F8 Cockatoo Island,Free Travel,6
2020-05,F8 Cockatoo Island,School Student,141
2020-05,F8 Cockatoo Island,Senior/Pensioner,1826
2020-05,F8 Cockatoo Island,Sgl Trip Ferry Adult,33
2020-05,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,15
2020-06,118 Newcastle,Adult,10341
2020-06,118 Newcastle,CTP,6388
2020-06,118 Newcastle,Child/Youth,1845
2020-06,118 Newcastle,Concession,608
2020-06,118 Newcastle,Employee,376
2020-06,118 Newcastle,Free Travel,331
2020-06,118 Newcastle,School Student,703
2020-06,118 Newcastle,Senior/Pensioner,7238
2020-06,F1 Manly,Adult,47068
2020-06,F1 Manly,CTP,20957
2020-06,F1 Manly,Child/Youth,5470
2020-06,F1 Manly,Concession,2575
2020-06,F1 Manly,Day Pass without SAF,1
2020-06,F1 Manly,Employee,627
2020-06,F1 Manly,Free Travel,265
2020-06,F1 Manly,School Student,736
2020-06,F1 Manly,Senior/Pensioner,20950
2020-06,F1 Manly,Sgl Trip Ferry Adult,1143
2020-06,F1 Manly,Sgl Trip Ferry Child/Youth,713
2020-06,F2 Taronga Zoo,Adult,12073
2020-06,F2 Taronga Zoo,CTP,5573
2020-06,F2 Taronga Zoo,Child/Youth,1987
2020-06,F2 Taronga Zoo,Concession,862
2020-06,F2 Taronga Zoo,Employee,87
2020-06,F2 Taronga Zoo,Free Travel,54
2020-06,F2 Taronga Zoo,School Student,392
2020-06,F2 Taronga Zoo,Senior/Pensioner,4335
2020-06,F2 Taronga Zoo,Sgl Trip Ferry Adult,432
2020-06,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,334
2020-06,F3 Parramatta River,Adult,35152
2020-06,F3 Parramatta River,CTP,14732
2020-06,F3 Parramatta River,Child/Youth,3527
2020-06,F3 Parramatta River,Concession,1779
2020-06,F3 Parramatta River,Day Pass without SAF,2
2020-06,F3 Parramatta River,Employee,347
2020-06,F3 Parramatta River,Free Travel,150
